X,OD,S
0.4107,0.0074,34.6901
0.41336952461765614,0.007397899685190452,34.68309041860093
0.41605640092058105,0.0073957873462506575,34.6760352755175
0.4187607416923466,0.007393662903763991,34.66893427460508
0.4214826604495874,0.007391526277798618,34.66178711779419
0.4242222714467648,0.007389377387904146,34.65459350507798
0.4269796896809627,0.007387216153108256,34.64735313449966
0.4297550308967141,0.007385042491913307,34.64006570213976
0.43254841159085866,0.007382856322292919,34.632730902103454
0.4353599490174327,0.0073806575616885434,34.625348426507685
0.43818976119259007,0.007378446127005996,34.617917965468244
0.4410379668995555,0.007376221934611978,34.610439207086756
0.44390468569361013,0.007373984900330571,34.60291183743761
0.44679003790710925,0.00737173493943971,34.595335540554764
0.4496941446545327,0.007369471966667633,34.587709998418504
0.45261712783756836,0.007367195896189308,34.580034890942066
0.455559110150228,0.007364906641622833,34.572309895958234
0.45852021508399715,0.0073626041160258235,34.5645346892058
0.4615005669330181,0.0073602882318917606,34.55670894431595
0.4645002907993064,0.007357958901146329,34.54883233279861
0.4675195125980014,0.007355616035143725,34.54090452402858
0.47055835906265114,0.0073532595446629415,34.53292518523173
0.4736169577505312,0.007350889339904028,34.524893981471
0.4766954370479984,0.0073485053304843265,34.516810575632356
0.479793926175879,0.007346107425434688,34.50867462841061
0.4829125551948924,0.007343695533195653,34.50048579829522
0.48605145501110936,0.007341269561613624,34.49224374155596
0.48921075738144637,0.007338829417936991,34.48394811222843
0.4923905949191954,0.007336375008812256,34.47559856209963
0.49559110109958954,0.007333906240280111,34.46719474069324
0.4988124102654049,0.007331423017771509,34.458736295255015
0.502054657632599,0.007328925246103693,34.45022287073792
0.5053179792959858,0.007326412829476209,34.441654109787216
0.5086025122349468,0.007323885671466893,34.433029652725516
0.5119083943191808,0.007321343675027827,34.42434913753765
0.5152357643144898,0.007318786742481274,34.41561219985548
0.5185847618886029,0.007316214775515581,34.40681847294262
0.5219555276170378,0.00731362767518106,34.39796758767901
0.5253482029890006,0.007311025341885842,34.38905917254549
0.5287629304133246,0.0073084076753917,34.38009285360811
0.5321998532244457,0.007305774574809851,34.37106825450257
0.5356591156884193,0.007303125938596722,34.361984996418265
0.5391408630089738,0.007300461664549699,34.35284269808254
0.5426452413336053,0.007297781649802843,34.34364097574458
0.5461723977597105,0.007295085790822574,34.33437944315935
0.5497224803407608,0.007292373983403334,34.32505771157138
0.5532956380925153,0.007289646122663221,34.31567538969846
0.5568920209992746,0.007286902103039589,34.30623208371521
0.5605117800201757,0.007284141818284626,34.29672739723652
0.564155067095527,0.007281365161460899,34.287160931300974
0.5678220351531852,0.0072785720249368725,34.27753228435406
0.571512838114973,0.007275762300382397,34.267841052231354
0.5752276309031387,0.007272935878764165,34.258086828141515
0.5789665694468582,0.007270092650341147,34.248269202649254
0.5827298106887786,0.007267232504659984,34.23838776365813
0.5865175125916047,0.007264355330550363,34.228442096393266
0.5903298341447281,0.0072614610161203545,34.218431783383934
0.5941669353708994,0.007258549448751722,34.20835640444603
0.5980289773329439,0.0072556205150952026,34.19821553666446
0.6019161221405209,0.007252674101065755,34.188008754375375
0.6058285329569265,0.007249710091837777,34.177735629148316
0.6097663740059414,0.007246728371840291,34.167395729768224
0.6137298105787219,0.007243728824752101,34.15698862221736
0.6177190090407375,0.007240711333496917,34.14651386965709
0.6217341368387519,0.007237675780238445,34.13597103240952
0.6257753625078498,0.007234622046375447,34.1253596679391
0.6298428556785102,0.007231550012536774,34.114679330834
0.6339367870837243,0.007228459558576357,34.10392957278746
0.6380573285661607,0.00722535056356817,34.09310994257894
0.6422046530853768,0.007222222905801165,34.08221998605522
0.6463789347250765,0.007219076462774168,34.07125924611132
0.650580348700416,0.007215911111190742,34.060227262671305
0.6548090713653568,0.007212726726954019,34.04912357266903
0.6590652802200655,0.007209523185161498,34.03794771002865
0.6633491539183629,0.007206300360099812,34.02669920564509
0.6676608722752211,0.007203058125239452,34.015377587364355
0.672000616274309,0.007199796353229466,34.00398237996372
0.6763685680755865,0.007196514915892123,33.99251310513179
0.68076491102295,0.007193213684217532,33.98096928144841
0.6851898296519244,0.007189892528358242,33.96935042436449
0.6896435096974077,0.007186551317623795,33.95765604618166
0.6941261381014648,0.007183189920475243,33.945885656031784
