Column1,Column2
7.306167641130226,53.0
7.256225583537566,54.0
7.207172034976362,55.0
7.158980798157414,56.0
7.111626758340658,57.0
7.065085825845704,58.0
7.019334882284507,59.0
6.974351730232596,60.0
6.9301150460799965,61.0
6.8866043358254085,62.0
6.843799893597368,63.0
6.801682762704338,64.0
6.760234699032225,65.0
6.719438136622727,66.0
6.679276155279549,67.0
6.639732450061788,68.0
6.60079130253504,69.0
6.562437553660939,70.0
6.5246565782151835,71.0
6.4874342606325355,72.0
6.450756972185054,73.0
6.414611549406872,74.0
6.378985273685319,75.0
6.343865851944122,76.0
6.309241398349823,77.0
6.275100416977588,78.0
6.2414317853771015,79.0
6.2082247389835,80.0
6.175468856322135,81.0
6.143154044959555,82.0
6.111270528156326,83.0
6.079808832180399,84.0
6.04875977424251,85.0
6.018114451017643,86.0
5.98786422771902,87.0
5.958000727693286,88.0
5.928515822507564,89.0
5.899401622500991,90.0
5.870650467775076,91.0
5.842254919598868,92.0
5.814207752206407,93.0
5.786501944965372,94.0
5.759130674897105,95.0
5.732087309529452,96.0
5.705365400064937,97.0
5.67895867484789,98.0
5.652861033115101,99.0
5.627066539015481,100.0
5.601569415885098,101.0
5.576364040764731,102.0
5.551444939147797,103.0
5.526806779947293,104.0
5.502444370670933,105.0
5.478352652794359,106.0
5.454526697322821,107.0
5.430961700532295,108.0
5.407652979881455,109.0
5.384595970086433,110.0
5.361786219350746,111.0
5.339219385743106,112.0
5.316891233716324,113.0
5.294797630760793,114.0
5.272934544186437,115.0
5.251298038027288,116.0
5.229884270063209,117.0
5.208689488953504,118.0
5.187710031477489,119.0
5.166942319877284,120.0
5.1463828592984004,121.0
5.126028235323832,122.0
5.10587511159767,123.0
5.085920227534367,124.0
5.066160396110036,125.0
5.046592501732315,126.0
5.027213498185484,127.0
5.008020406647726,128.0
4.989010313777531,129.0
4.9701803698663864,130.0
4.951527787055078,131.0
4.9330498376109775,132.0
4.914743852263904,133.0
4.896607218598167,134.0
4.878637379498571,135.0
4.860831831648267,136.0
4.84318812407637,137.0
4.825703856753429,138.0
4.808376679232879,139.0
4.791204289336696,140.0
4.7741844318835716,141.0
4.757314897457964,142.0
4.740593521218494,143.0
4.724018181744203,144.0
4.7075867999172365,145.0
4.69129733784061,146.0
4.675147797789763,147.0
4.659136221196642,148.0
4.6432606876651255,149.0
4.627519314016674,150.0
4.6119102533650675,151.0
4.596431694219219,152.0
4.581081859613053,153.0
4.565859006261472,154.0
4.550761423741505,155.0
4.535787433697737,156.0
4.52093538907119,157.0
4.506203673350811,158.0
4.491590699846812,159.0
4.477094910985098,160.0
4.462714777622054,161.0
4.448448798379015,162.0
4.434295498995735,163.0
4.420253431702228,164.0
4.40632117460836,165.0
4.392497331110592,166.0
4.378780529315328,167.0
4.365169421478295,168.0
4.35166268345944,169.0
4.3382590141928485,170.0
4.324957135171169,171.0
4.3117557899441,172.0
4.298653743630482,173.0
4.285649782443549,174.0
4.272742713228921,175.0
4.259931363014964,176.0
4.247214578575071,177.0
4.234591226001551,178.0
4.222060190290721,179.0
4.20962037493887,180.0
4.197270701548763,181.0
4.185010109446341,182.0
4.172837555307337,183.0
4.160752012793477,184.0
4.148752472197978,185.0
4.136837940100087,186.0
4.125007439028371,187.0
4.113260007132479,188.0
4.101594697863168,189.0
4.0900105796603095,190.0
4.078506735648662,191.0
4.0670822633411685,192.0
4.05573627434957,193.0
4.044467894102122,194.0
4.033276261568195,195.0
4.022160528989581,196.0
4.011119861618297,197.0
4.0001534374607,198.0
3.9892604470277577,199.0
3.978440093091269,200.0
3.96769159044588,201.0
3.957014165676744,202.0
3.9464070569326495,203.0
