X1,X2,X3,X4,X5,X6
0.0,0.2,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.2,0.2,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.4,0.2,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.6,0.2,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.8,0.2,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
1.0,0.2,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.0,0.36,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.2,0.36,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.4,0.36,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.6,0.36,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.8,0.36,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
1.0,0.36,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.0,0.52,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.2,0.52,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.4,0.52,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.6,0.52,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.8,0.52,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
1.0,0.52,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.0,0.68,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.2,0.68,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.4,0.68,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.6,0.68,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.8,0.68,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
1.0,0.68,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.0,0.84,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.2,0.84,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.4,0.84,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.6,0.84,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.8,0.84,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
1.0,0.84,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.0,1.0,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.2,1.0,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.4,1.0,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
0.6,1.0,-0.9898980346883762,0.0005017042926446398,0.007542441654117271,0.002737046663433059,
