Kernel,linear
Classification
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Meshgrid
-0.6321369343375178
-0.6590035183807744
-0.6858701024240306
-0.7127366864672822
-0.7396032705105402
-0.7664698545537973
-0.6291144917861975
-0.6559810758294538
-0.6828476598727099
-0.7097142439159669
-0.7365808279592203
-0.7634474120024799
-0.6260920492348816
-0.6529586332781382
-0.6798252173213928
-0.706691801364647
-0.7335583854079026
-0.7604249694511604
-0.6230696066835647
-0.6499361907268193
-0.6768027747700731
-0.7036693588133311
-0.7305359428565832
-0.7574025268998417
-0.620047164132244
-0.6469137481754996
-0.6737803322187541
-0.7006469162620117
-0.7275135003052691
-0.7543800843485189
-0.6170247215809264
-0.6438913056241808
-0.6707578896674329
-0.6976244737106929
-0.7244910577539507
-0.7513576417971992
-0.6912532707206092
-0.7181198547638641
-0.744986438807121
-0.7718530228503774
-0.7987196068936324
-0.8255861909368853
-0.6882308281692898
-0.7150974122125457
-0.7419639962557999
-0.7688305802990575
-0.7956971643423119
-0.8225637483855661
-0.6852083856179714
-0.7120749696612264
-0.7389415537044821
-0.7658081377477366
-0.7926747217909922
-0.81954130583425
-0.6821859430666543
-0.7090525271099104
-0.7359191111531631
-0.7627856951964205
-0.7896522792396765
-0.8165188632829306
-0.6791635005153337
-0.7060300845585914
