Column1,Column2
1.9854618352421576,53.0
1.961359877426418,54.0
1.9379332425415123,55.0
1.9151522399659224,56.0
1.8929889494339984,57.0
1.8714170884186945,58.0
1.8504118914212409,59.0
1.829949999926528,60.0
1.810009361929823,61.0
1.790569140067878,62.0
1.7716096274983941,63.0
1.753112170768486,64.0
1.735059098997334,65.0
1.7174336587721875,66.0
1.700219954221864,67.0
1.683402891788977,68.0
1.6669681292724448,69.0
1.6509020287562413,70.0
1.6351916130796091,71.0
1.6198245255387373,72.0
1.6047889925407568,73.0
1.590073788958346,74.0
1.575668205957632,75.0
1.5615620210938552,76.0
1.5477454704886904,77.0
1.5342092229205024,78.0
1.52094435567437,79.0
1.5079423320126804,80.0
1.4951949801396323,81.0
1.4826944735442373,82.0
1.470433312616592,83.0
1.4584043074413078,84.0
1.4466005616802773,85.0
1.4350154574643996,86.0
1.423642641220645,87.0
1.4124760103669742,88.0
1.4015097008131507,89.0
1.3907380752105483,90.0
1.3801557118986192,91.0
1.369757394499862,92.0
1.359538102118922,93.0
1.3494930001049155,94.0
1.339617431339229,95.0
1.3299069080139296,96.0
1.3203571038685558,97.0
1.3109638468554778,98.0
1.3017231122062245,99.0
1.2926310158732004,100.0
1.2836838083230797,101.0
1.2748778686598714,102.0
1.2662096990572211,103.0
1.257675919480958,104.0
1.249273262684227,105.0
1.2409985694587764,106.0
1.232848784127092,107.0
1.224820950261124,108.0
1.216912206614302,109.0
1.2091197832544422,110.0
1.2014409978859553,111.0
1.1938732523505378,112.0
1.1864140292962375,113.0
1.1790608890054228,114.0
1.1718114663728119,115.0
1.1646634680252668,116.0
1.1576146695755847,117.0
1.1506629130030093,118.0
1.1438061041536263,119.0
1.1370422103542406,120.0
1.1303692581337101,121.0
1.1237853310460888,122.0
1.1172885675902615,123.0
1.1108771592210736,124.0
1.1045493484472546,125.0
1.0983034270117134,126.0
1.0921377341500291,127.0
1.0860506549232198,128.0
1.0800406186210787,129.0
1.0741060972325982,130.0
1.0682456039801738,131.0
1.0624576919144924,132.0
1.0567409525671596,133.0
1.0510940146583,134.0
1.0455155428565022,135.0
1.0400042365886344,136.0
1.0345588288971908,137.0
1.029178085342932,138.0
1.023860802950748,139.0
1.0186058091967303,140.0
1.013411961034578,141.0
1.0082781439595545,142.0
1.0032032711083028,143.0
0.9981862823929004,144.0
0.9932261436676507,145.0
0.9883218459271479,146.0
0.9834724045342498,147.0
0.9786768584766543,148.0
0.9739342696508371,149.0
0.9692437221721779,150.0
0.9646043217101488,151.0
0.9600151948475059,152.0
0.9554754884624673,153.0
0.950984369132915,154.0
0.9465410225616986,155.0
0.9421446530221752,156.0
0.9377944828231386,157.0
0.9334897517923604,158.0
0.9292297167779732,159.0
0.9250136511669803,160.0
0.9208408444202056,161.0
0.9167106016230208,162.0
0.912622243051231,163.0
0.9085751037515147,164.0
0.9045685331358515,165.0
0.9006018945893876,166.0
0.8966745650912231,167.0
0.892785934847619,168.0
0.888935406937151,169.0
0.8851223969673511,170.0
0.8813463327424061,171.0
0.8776066539414945,172.0
0.8739028118073613,173.0
0.8702342688447534,174.0
0.866600498528348,175.0
0.8630009850198224,176.0
0.859435222893736,177.0
0.8559027168718976,178.0
0.8524029815659128,179.0
0.8489355412276187,180.0
0.8454999295071196,181.0
0.8420956892181553,182.0
0.8387223721105402,183.0
0.8353795386494266,184.0
0.8320667578011488,185.0
0.828783606825422,186.0
0.8255296710736721,187.0
0.8223045437932891,188.0
0.8191078259375941,189.0
0.8159391259813309,190.0
0.8127980597414912,191.0
0.8096842502032926,192.0
0.8065973273511372,193.0
0.8035369280043837,194.0
0.8005026956577714,195.0
0.7974942803263443,196.0
0.7945113383947233,197.0
0.791553532470588,198.0
0.7886205312422256,199.0
0.7857120093400203,200.0
0.7828276472017492,201.0
0.7799671309415697,202.0
0.7771301522225714,203.0
0.7743164081327882,204.0
0.7715256010645525,205.0
0.7687574385970904,206.0
0.7660116333822566,207.0
0.7632879030333062,208.0
0.7605859700166148,209.0
0.757905561546251,210.0
