eta,0.2
0.00034759573976269925,-0.002387046108648433,0.04200535537772852,-0.09970066079754306,
0.0003205884859785835,-0.0024591541203533357,0.041989668632087966,-0.0997498501797941,
0.0002940534115615434,-0.0025329649969874383,0.041975493418473356,-0.09979835685143784,
0.0002679401808443699,-0.0026084711959036095,0.04196267473348424,-0.09984626929511994,
0.00024220060190613586,-0.002685669432712337,0.04195107133897708,-0.09989367064562768,
0.0002167883904588279,-0.002764560477859833,0.04194055463861934,-0.09994063936570004,
0.00019165895321213242,-0.00284514896844671,0.04193100766684943,-0.09998724985344094,
0.00016676918850375857,-0.0029274432336814107,0.04192232418245144,-0.100033572991199,
0.00014207730223157234,-0.0030114551325794606,0.04191440786001896,-0.10007967664446928,
0.00011754263734189895,-0.0030971999027151337,0.04190717157355252,-0.10012562611827328,
9.312551531948316e-5,-0.0031846960190110175,0.04190053676733089,-0.10017148457756572,
6.878708829214435e-5,-0.0032739650617161346,0.04189443291002411,-0.10021731343745874,
4.448920050998833e-5,-0.0033650315928788277,0.04188879702879077,-0.10026317272843098,
2.01942580876898e-5,-0.003457923040768775,0.04188357332083081,-0.10030912144117798,
-4.134893989162549e-6,-0.0035526695918474587,0.04187871284055968,-0.10035521785534515,
-2.8535088494440234e-5,-0.003649304090030317,0.04187417326123865,-0.10040151985605976,
-5.3042947043955245e-5,-0.00374786194313006,0.04186991871054643,-0.10044808524192297,
-7.769498637168534e-5,-0.0038483810365227433,0.04186591968021943,-0.10049497202794305,
-0.00010252772047816597,-0.0039509016542384956,0.04186215301052741,-0.10054223874676876,
-0.0001275777592762361,-0.004055466407851908,0.041858601950997776,-0.1005899447515241,
-0.00015288190431546542,-0.004162120173735897,0.04185525629946072,-0.1006381505235409,
-0.00017847724213184137,-0.004270910039451823,0.04185211262216869,-0.10068691798834178,
-0.00020440123574374546,-0.004381885260282392,0.04184917455845321,-0.10073631084333826,
-0.00023069181479904466,-0.004495097227177374,0.04184645321412889,-0.10078639490087932,
-0.0002573874648718191,-0.004610599447680965,0.041843967648648304,-0.1008372384505261,
-0.00028452731641168545,-0.004728447541750319,0.041841745461858336,-0.10088891264472989,
-0.000312151233865065,-0.004848699254764986,0.041839823487122646,-0.1009414919124784,
-0.00034029990551759734,-0.0049714144904742935,0.04183824859856343,-0.10099505440594232,
-0.0003690149346523039,-0.0050966553671444766,0.04183707864125366,-0.10104968248572474,
-0.00039833893268167346,-0.005224486300760043,0.04183638349436965,-0.1011054632509987,
-0.0004283156149966785,-0.005354974119817293,0.04183624627861029,-0.10116248912163224,
Average Error
0.06563230132543106
0.06537962608495741
0.06534622738820295
0.06532993271891104
0.06531620628683572
0.06530330945914779
0.06529097786848585
0.06527913303304755
0.06526772438477918
0.06525670908140378
0.06524604894215802
0.06523570959294982
0.06522565995386605
0.06521587182511707
0.06520631953214269
0.06519697961777315
0.06518783057395615
0.06517885260710987
0.06517002743215944
0.06516133809109115
0.06515276879250362
0.06514430476916624
0.06513593215103486
0.06512763785154432
0.06511940946530356
0.0651112351755742
0.06510310367012853
0.06509500406426111
0.0650869258298773
0.06507885872970688
0.065070792755793
0.06506271807149194
0.06505462495628864
0.06504650375278669
0.06503834481527651
0.06503013845931561
0.0650218749117775
0.06501354426083895
0.06500513640537749
0.06499664100324673
0.06498804741788215
0.06497934466266697
0.06497052134245436
0.0649615655915984
0.06495246500779213
0.06494320658094145
0.06493377661622265
0.06492416065037195
0.06491434336013652
0.06490430846167655
Output
0.15456741018203593
0.1536384834134258
0.15366427401258764
0.15369119078680732
0.1536705758281054
0.1545767923134839
0.15363780544497305
0.15458117147326686
0.15365687394585706
0.15457319439151573
0.15362732750968508
0.15456980679203805
0.15365757221932538
0.15457879592334017
0.15368169256507838
0.15366265936222784
0.15364474409705264
0.15366282735448453
0.1536422631341862
0.15455958856518695
0.1545748393719973
0.15456306233892433
0.15365578815431802
0.15363687655047903
0.15363172432208602
0.15363739960244005
0.15365156600092422
0.15458379531631364
0.15457358651299843
0.1545695945278751
0.15456750706467093
0.15365065003680828
0.15456055569805738
0.15363654530142154
0.1536657821049438
0.15366947203453202
0.15458175441723018
0.15455919614173652
0.153690836218899
0.15456887866855598
0.15364085153636478
0.1545855637237445
0.15365829726851787
0.15456887063925226
0.15456976772029493
0.1545640020004061
0.1536806606347583
0.15367497072325573
0.1536627376246516
0.15366114101354583
0.154560727140922
0.1536367180135047
0.15365293420908788
0.15365465611235393
0.15366660466164486
0.1545720672807023
0.15366541198103403
0.1536488463902343
0.15367919178279613
0.15362938168544835
0.15364649358150445
0.15366134044142482
0.15364157066680734
0.1536542992925202
0.15457599603517175
0.15457841847528758
0.15458064693276322
0.15456622966168573
0.15365320193189233
0.1536654510022555
0.15365180114948288
0.1536359810886301
0.1545703357234173
0.1536584676502236
0.1536811141320229
0.15457211259285197
0.15368493061684674
0.15366218387196023
0.15456255293701981
0.1545774203127054
0.15364436927473704
0.1545623746281514
0.1536420020841158
0.15368347248726089
0.15363669810798677
0.15366182223529584
0.15366987489040165
0.1536500274101261
0.1536864195618873
0.15367222261653812
0.15367198018045086
0.15367434502712132
0.15456503069101912
0.1536416728456837
0.15364495734355635
0.15457199234353353
0.1536452775735737
0.15368980048351555
0.15457672348455748
0.1545732479660409
0.15365024358422735
0.15365008411334724
0.1536677857796677
0.15455377577486729
0.15456561935549012
0.1545607710652776
0.15365985539920063
0.15456718194348365
0.15364182263759524
0.1545669445240704
0.15457313057111308
0.15457268683227546
0.15456800169210996
